Time, Facebook , Google , YouTube 
2022-03-11T18:45:00.000+07:00," 146,261,683,382.68 "," 17,415,908,474.98 "," 1,025,249,908,716.51 "
2022-03-11T19:00:00.000+07:00," 151,839,040,229.56 "," 17,708,081,897.29 "," 1,053,738,800,886.61 "
2022-03-11T19:15:00.000+07:00," 163,024,512,635.46 "," 18,339,866,679.21 "," 1,107,003,848,203.60 "
2022-03-11T19:30:00.000+07:00," 168,358,868,067.39 "," 18,353,851,025.83 "," 1,137,195,113,438.72 "
2022-03-11T19:45:00.000+07:00," 175,152,382,148.53 "," 19,562,687,782.55 "," 1,155,196,068,261.22 "
2022-03-11T20:00:00.000+07:00," 168,172,592,393.58 "," 17,318,803,550.98 "," 1,093,581,080,760.21 "
2022-03-11T20:15:00.000+07:00," 189,694,664,007.75 "," 19,872,605,350.33 "," 1,207,881,690,305.04 "
2022-03-11T20:30:00.000+07:00," 188,474,522,542.03 "," 19,331,931,834.09 "," 1,188,174,405,439.12 "
2022-03-11T20:45:00.000+07:00," 187,588,697,532.52 "," 19,675,126,200.08 "," 1,167,501,575,528.32 "
2022-03-11T21:00:00.000+07:00," 158,199,383,202.28 "," 17,840,132,839.72 "," 983,356,600,903.67 "
2022-03-11T21:15:00.000+07:00," 184,134,472,426.43 "," 19,413,263,645.54 "," 1,130,139,667,937.05 "
2022-03-11T21:30:00.000+07:00," 180,357,285,324.11 "," 19,994,813,271.97 "," 1,110,704,061,126.01 "
2022-03-11T21:45:00.000+07:00," 175,973,634,599.46 "," 18,548,725,544.28 "," 1,080,623,013,993.13 "
2022-03-11T22:00:00.000+07:00," 145,974,900,340.50 "," 16,572,569,394.46 "," 903,639,420,069.07 "
2022-03-11T22:15:00.000+07:00," 158,911,866,452.97 "," 17,956,627,930.14 "," 1,001,484,612,890.14 "
2022-03-11T22:30:00.000+07:00," 148,785,766,542.93 "," 17,351,033,904.34 "," 963,149,152,953.36 "
2022-03-11T22:45:00.000+07:00," 138,175,898,080.85 "," 16,466,197,375.11 "," 931,891,462,672.67 "
2022-03-11T23:00:00.000+07:00," 125,272,369,965.59 "," 15,277,264,791.24 "," 855,916,898,388.33 "
2022-03-11T23:15:00.000+07:00," 118,020,420,544.81 "," 15,085,710,032.42 "," 850,391,286,367.08 "
2022-03-11T23:30:00.000+07:00," 107,148,490,821.21 "," 15,199,511,732.12 "," 805,685,529,924.58 "
2022-03-11T23:45:00.000+07:00," 96,615,693,019.10 "," 15,030,085,750.80 "," 760,988,189,470.46 "
